OSEBuildingID,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuildings,ENERGYSTARScore,SiteEUIkBtusf,SiteEUIWNkBtusf,SourceEUIkBtusf,SourceEUIWNkBtusf,SiteEnergyUsekBtu,SiteEnergyUseWNkBtu,SteamUsekBtu,ElectricitykWh,ElectricitykBtu,NaturalGastherms,NaturalGaskBtu,OtherFuelUsekBtu,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUIkBtusf_diff1516,SiteEUIWNkBtusf_diff1516,SourceEUIkBtusf_diff1516,SourceEUIWNkBtusf_diff1516,SiteEnergyUsekBtu_diff1516,SiteEnergyUseWNkBtu_diff1516,SteamUsekBtu_diff1516,ElectricitykWh_diff1516,ElectricitykBtu_diff1516,NaturalGastherms_diff1516,NaturalGaskBtu_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
557,supermarket/grocerystore,5.0,2003.0,1.0,1.0,48117.0,7450.0,40667.0,48.0,269.2,281.7,599.9,606.1,13924967.0,14570952.0,0.0,2300723.0,7850393.0,60749.0,6074900.0,0.0,nan,377.36,7.14,17.10000153,7.400003050000002,49.7999939,20.700003100000004,5183653.0,5446347.0,0.0,1351650.0,4611239.0,5717.90625,571820.0,62.51999999999998,0.4000000000000001
558,supermarket/grocerystore,5.0,1980.0,1.0,1.0,58480.0,0.0,58480.0,39.0,262.0,263.1,570.7,568.2,11639369.0,11688054.0,0.0,1842110.0,6285540.0,53541.0,5354091.0,0.0,nan,328.17,5.15,0.0,0.0999999999999943,0.0,0.2999877999999967,0.0,5996.5,0.0,-14585.375,0.0,0.0,0.0,0.0,0.25
559,largeoffice,7.0,1981.0,1.0,4.0,186971.0,0.0,186971.0,86.0,67.7,72.6,179.1,184.2,12662456.0,13575377.0,0.0,2830466.0,9657951.0,30049.0,3004906.0,0.0,nan,226.92,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235945.0,0.0,-4349.023926,0.0,0.0,0.0
560,non-refrigeratedwarehouse,7.0,1955.0,1.0,1.0,66968.0,0.0,66968.0,1.0,23.5,23.5,73.8,73.8,1575581.0,1575581.0,0.0,461096.0,1573323.0,23.0,2323.0,0.0,nan,11.09,0.06,8.100003049999998,5.800001530000003,4.900000000000006,5.099993899999987,242843.25,396993.75,0.0,-15230.5,0.0,2947.839844,294810.0,15.29,0.3399999999999999
561,largeoffice,7.0,2005.0,1.0,6.0,336700.0,124800.0,211900.0,94.0,48.6,48.6,152.6,152.6,9697866.0,9697866.0,0.0,2842282.0,9698269.0,0.0,0.0,0.0,nan,67.61,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84900.125,0.0,0.0,0.0,0.0,0.15
562,retailstore,7.0,1996.0,1.0,4.0,270723.0,159994.0,110729.0,40.0,101.4,112.6,265.8,275.5,10020111.0,11135668.0,0.0,2209118.0,7537824.0,24826.0,2482600.0,0.0,nan,184.4,0.56,0.5000003799999995,2.7000007600000018,0.0,3.200000000000003,157057.5,649621.0,0.0,-32930.75,0.0,2694.3417999999983,269417.0,13.529999999999989,0.13
563,small-andmid-sizedoffice,3.0,1914.0,1.0,2.0,62220.0,0.0,62220.0,33.0,86.7,86.7,271.8,271.8,5375518.0,5375518.0,0.0,1571661.0,5362730.0,130.0,13009.0,0.0,nan,38.08,0.24,8.599998499999998,8.0,9.999996900000014,10.400000000000006,675652.0,861650.0,0.0,10572.625,35906.0,6395.410159999999,639578.0,34.22000000000003,0.6000000000000001
564,small-andmid-sizedoffice,3.0,1970.0,1.0,1.0,65430.0,0.0,65430.0,92.0,41.5,49.3,92.9,101.0,2855545.0,3392065.0,0.0,476333.0,1625316.0,12303.0,1230296.0,0.0,nan,76.67,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80323.75,0.0,129.06994600000007,12954.0,0.0,0.2299999999999999
565,largeoffice,4.0,2006.0,1.0,3.0,102290.0,42440.0,59850.0,28.0,70.7,70.7,218.4,218.4,5917000.0,5917000.0,0.0,1692683.0,5775674.0,1416.0,141566.0,0.0,nan,47.78,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127520.5,0.0,0.0,0.0,0.0,0.3
566,other,3.0,1926.0,1.0,3.0,80004.0,0.0,80004.0,,190.6,190.6,598.3,598.3,14265421.0,14265421.0,0.0,4180956.0,14266014.0,0.0,0.0,0.0,nan,99.45,0.48,2.199999239999997,1.3000007600000032,7.000001529999999,6.200001529999994,112202.125,183952.25,0.0,34487.5938,117645.0,-54.64501999999993,0.0,0.5300000000000011,0.07
568,non-refrigeratedwarehouse,2.0,1991.0,1.0,2.0,323916.0,0.0,323916.0,81.0,34.9,42.8,69.4,77.7,11289052.0,13855412.0,0.0,1490619.0,5086203.0,62031.0,6203058.0,0.0,nan,364.9,1.06,3.40000019,5.399999239999998,6.999998470000001,9.10000076,487136.0,764547.5,0.0,67013.59379999997,228606.0,2584.879883,258485.0,15.32,0.1399999999999999
569,largeoffice,2.0,1932.0,1.0,14.0,304052.0,0.0,304052.0,86.0,52.3,62.9,153.1,183.1,15843743.0,19045430.0,0.0,4171065.0,14232265.0,16121.0,1612071.0,0.0,nan,184.83,0.41,29.99999847,29.99999847,98.1999969,98.1999969,2750014.5,2750014.5,0.0,857596.5,2926073.0,-1760.850098,0.0,11.04,0.0999999999999999
570,small-andmid-sizedoffice,4.0,1978.0,1.0,4.0,85385.0,31210.0,54175.0,77.0,92.4,92.4,290.0,290.0,4904803.0,4904803.0,0.0,1437515.0,4905005.0,0.0,0.0,0.0,nan,34.19,0.15,0.0,0.5999984999999981,0.0,1.5000060999999505,0.0,43436.5,0.0,-21369.25,0.0,160.1000061,16010.0,0.3400000000000034,0.18
571,distributioncenter,1.0,1989.0,1.0,2.0,98024.0,0.0,98024.0,77.0,33.1,36.2,81.4,82.9,3228330.0,3537786.0,0.0,638359.0,2178171.0,10502.0,1050250.0,0.0,nan,70.96,0.63,5.799998470000006,5.799998470000006,18.099996900000008,18.099996900000008,368181.5,368181.5,0.0,107907.25,367997.0,0.0,0.0,2.5599999999999987,0.34
572,mixeduseproperty,7.0,1928.0,1.0,1.0,65000.0,15000.0,50000.0,,78.7,86.1,198.6,203.8,2361088.0,2583845.0,0.0,487841.0,1664583.0,6966.0,696574.0,0.0,nan,48.6,0.64,0.0,0.0,0.0,0.0,0.0,13364.875,0.0,-15456.101599999996,0.0,-280.68994099999964,0.0,0.0,0.0
573,largeoffice,7.0,1990.0,1.0,5.0,144573.0,66620.0,77953.0,56.0,69.1,70.8,216.9,222.3,5424718.0,5559004.0,0.0,1589894.0,5424944.0,0.0,0.0,0.0,nan,37.82,0.1,15.599998470000005,20.699998470000004,37.70000153,41.39999695,786551.0,1088965.75,0.0,150901.0938,514860.0,2716.839844,271677.0,18.020000000000003,0.3799999999999999
574,retailstore,5.0,1950.0,1.0,2.0,302812.0,0.0,302812.0,97.0,23.6,23.0,64.1,62.3,7133767.0,6962648.0,0.0,1671351.0,5702886.0,14311.0,1431117.0,0.0,nan,115.76,0.3,5.600003099999995,6.800003099999998,18.7000061,22.00001220000001,754795.0,1155087.0,0.0,238426.0,813061.0,-586.8984399999972,0.0,2.5600000000000023,0.3700000000000001
575,small-andmid-sizedoffice,5.0,1974.0,1.0,5.0,86400.0,0.0,86400.0,57.0,107.5,110.5,221.2,221.6,8404370.0,8638841.0,0.0,1188044.0,4053774.0,43508.0,4350763.0,0.0,nan,259.33,2.8,0.0,0.0,0.0,0.0,0.0,141878.0,0.0,-56212.5,0.0,710.4599610000005,71062.0,2.4399999999999977,0.16
576,other,5.0,1969.0,1.0,2.0,98539.0,0.0,98539.0,,58.0,58.8,178.4,179.2,5711553.0,5790631.0,0.0,1623798.0,5540629.0,1712.0,171153.0,0.0,nan,47.71,0.24,24.19999390000004,26.300012200000022,51.99997559999997,65.40001219999999,4053900.0,4788996.0,0.0,627903.0,2141284.0,19114.7188,1911492.0,116.46000000000004,0.92
577,small-andmid-sizedoffice,5.0,1981.0,1.0,6.0,86483.0,0.0,86483.0,50.0,78.6,81.3,246.8,255.3,6796335.0,7030902.0,0.0,1991892.0,6796618.0,0.0,0.0,0.0,nan,47.38,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148035.75,0.0,0.0,0.0,0.0,0.14
578,distributioncenter,1.0,1976.0,1.0,1.0,51600.0,0.0,51600.0,82.0,19.6,21.9,48.9,51.2,1012341.0,1128011.0,0.0,204524.0,697863.0,3145.0,314506.0,0.0,nan,21.57,0.36,0.6000001910000012,1.8000000000000007,0.0,0.9999996200000004,67623.875,192500.75,0.0,-14784.203100000012,0.0,1180.5895999999998,118068.0,5.919999999999998,0.09
579,non-refrigeratedwarehouse,1.0,1968.0,1.0,1.0,140520.0,0.0,140520.0,73.0,12.4,12.4,29.1,29.1,1738376.0,1738376.0,0.0,317079.0,1081918.0,6565.0,656503.0,0.0,nan,42.41,0.27,0.0,0.0,0.0,0.0,0.0,76082.125,0.0,-7422.0,0.0,-300.3999020000001,0.0,0.0,0.0499999999999999
580,largeoffice,7.0,1986.0,1.0,5.0,154029.0,62380.0,91649.0,,20.6,20.6,47.5,47.5,1886382.0,1886382.0,0.0,332521.0,1134608.0,7518.0,751821.0,0.0,nan,47.84,0.28,1.0000003799999997,5.10000076,0.0,1.6000007600000004,112174.25,562259.0,0.0,-58252.2031,0.0,3108.86133,310931.0,15.129999999999995,0.15
581,other,5.0,2005.0,1.0,3.0,161789.0,91935.0,69854.0,,100.5,100.5,315.6,315.6,7020517.0,7020517.0,0.0,2057596.0,7020809.0,0.0,0.0,0.0,nan,48.94,0.12,1.10000153,0.2000000000000028,3.4000000000000057,1.6000015000000047,60188.25,146787.75,0.0,16969.5,57824.0,22.709839000000105,2288.0,0.5199999999999996,0.1499999999999999
582,medicaloffice,5.0,2005.0,1.0,3.0,63909.0,0.0,63909.0,,68.8,68.8,216.1,216.1,4397572.0,4397572.0,0.0,1288855.0,4397756.0,0.0,0.0,0.0,nan,30.66,0.18,0.0,0.0,0.0,0.0,0.0,6899.5,0.0,-51331.625,0.0,37.75,3775.0,0.0,0.1899999999999999
583,non-refrigeratedwarehouse,5.0,1948.0,1.0,2.0,53472.0,0.0,53472.0,,18.5,22.2,35.4,40.1,1051944.0,1262081.0,0.0,127128.0,433777.0,6182.0,618185.0,0.0,nan,35.86,0.64,3.0000007600000025,3.0000007600000025,8.499998500000004,8.499998500000004,574041.5,574041.5,0.0,147073.0,501561.0,722.2838745,72228.0,7.330000000000005,0.11
584,non-refrigeratedwarehouse,1.0,1980.0,1.0,1.0,50417.0,0.0,50417.0,59.0,21.0,21.9,36.2,38.8,1060850.0,1103403.0,0.0,99690.0,340157.0,7207.0,720707.0,0.0,nan,40.65,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50665.5937,0.0,572.3164099999995,57259.0,1.840000000000004,0.1
585,medicaloffice,5.0,1961.0,1.0,3.0,133298.0,0.0,133298.0,34.0,111.7,113.5,286.4,286.2,14886199.0,15126945.0,0.0,3161393.0,10787121.0,40995.0,4099525.0,0.0,nan,292.92,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50094.5,0.0,-82.9100037,0.0,0.0,0.15
586,retailstore,5.0,1965.0,1.0,2.0,168619.0,0.0,168619.0,76.0,38.0,40.3,108.1,110.5,6576563.0,6973014.0,0.0,1655533.0,5648913.0,9279.0,927884.0,0.0,nan,88.66,0.38,0.3999992399999996,0.0999996199999984,2.099996950000005,3.300003050000001,39329.5,106410.0,0.0,23756.6875,80960.0,-416.81982400000015,0.0,0.0,0.08
588,mixeduseproperty,4.0,2002.0,1.0,5.0,251827.0,113318.0,138509.0,,256.2,258.4,605.1,596.3,43048528.0,43406292.0,0.0,7916896.0,27013570.0,160361.0,16036080.0,0.0,nan,1039.99,3.67,5.800001529999996,4.699996949999999,8.000003099999986,6.7999968999999965,311832.25,461956.75,0.0,14216.875,48404.0,2633.1201170000004,263324.0,14.32,0.48
589,largeoffice,7.0,2000.0,1.0,4.0,160777.0,71385.0,89392.0,88.0,67.2,67.2,211.1,211.1,6991476.0,6991476.0,0.0,2049084.0,6991765.0,0.0,0.0,0.0,nan,48.74,0.12,25.400003099999992,23.6000061,52.90000609999999,54.80000000000001,2466446.0,2783016.0,0.0,356172.0,1214809.0,12512.054699999991,1251187.0,74.92000000000007,0.69
590,non-refrigeratedwarehouse,2.0,1969.0,1.0,2.0,104786.0,0.0,104786.0,92.0,9.2,9.2,23.9,23.9,960753.0,960753.0,0.0,210188.0,717192.0,2436.0,243591.0,0.0,nan,17.94,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179038.0,0.0,-14212.480470000002,0.0,0.0,0.0
592,other,2.0,2000.0,1.0,1.0,53040.0,0.0,53040.0,,35.5,40.8,77.1,82.7,1825347.0,2096317.0,0.0,287600.0,981333.0,8441.0,844055.0,0.0,nan,51.67,0.89,0.0,0.0,0.0,0.0,0.0,388247.0,0.0,-54578.25,0.0,1328.0078100000028,132830.0,5.75,0.33
594,other,2.0,1973.0,1.0,1.0,110689.0,0.0,110689.0,,20.1,20.1,31.6,31.6,2227640.0,2227640.0,0.0,162686.0,555108.0,16726.0,1672555.0,0.0,nan,92.7,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343129.25,0.0,0.0,0.0,0.0,0.2299999999999999
595,small-andmid-sizedoffice,2.0,1948.0,1.0,1.0,53620.0,0.0,53620.0,88.0,37.3,39.8,110.6,115.8,1998767.0,2131755.0,0.0,537129.0,1832760.0,1661.0,166083.0,0.0,nan,21.6,0.26,0.3000000000000007,0.3000000000000007,0.8999992399999996,0.8999992399999996,25888.875,25888.875,0.0,7587.093799999973,25838.0,0.0,0.0,0.1799999999999997,0.0499999999999999
596,small-andmid-sizedoffice,2.0,1938.0,1.0,1.0,50008.0,0.0,50008.0,57.0,67.5,72.5,173.1,173.7,3373582.0,3624367.0,0.0,716876.0,2446084.0,9276.0,927600.0,0.0,nan,66.32,1.12,0.0,0.0,0.0,0.0,0.0,123490.0,0.0,-7204.0,0.0,-2831.195310000003,0.0,0.0,0.3499999999999996
597,largeoffice,7.0,2009.0,1.0,4.0,291176.0,100176.0,191000.0,99.0,31.2,31.2,98.1,98.1,6083307.0,6083307.0,0.0,1782915.0,6083558.0,0.0,0.0,0.0,nan,42.41,0.06,47.7,48.49999924,0.0,0.0,9205473.0,9358314.0,0.0,-16528.0,0.0,177.50048800000013,17769.0,0.5500000000000007,0.0499999999999999
598,non-refrigeratedwarehouse,2.0,1957.0,1.0,1.0,50832.0,0.0,50832.0,52.0,52.5,64.5,87.4,100.1,2666634.0,3278569.0,0.0,230616.0,786893.0,18798.0,1879773.0,0.0,nan,105.32,2.01,5.600000000000001,36.0,18.0999985,113.0999985,837984.75,837984.75,0.0,249302.1875,850535.0,0.0,0.0,5.93,0.18
599,refrigeratedwarehouse,2.0,1971.0,1.0,1.0,76354.0,0.0,76354.0,63.0,47.9,46.1,149.6,144.2,3022275.0,2911841.0,0.0,880377.0,3003970.0,184.0,18430.0,0.0,nan,21.92,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112460.625,0.0,1269.8105499999983,126988.0,4.069999999999993,0.26
600,non-refrigeratedwarehouse,2.0,1956.0,1.0,1.0,98480.0,0.0,98480.0,67.0,28.4,29.3,79.1,78.0,2792236.0,2882547.0,0.0,680624.0,2322387.0,4699.0,469946.0,0.0,nan,41.15,0.32,1.8000007600000032,1.2999992399999982,5.5000030999999865,4.099999999999994,111078.5,278684.0,0.0,32554.875,110964.0,0.0,0.0,0.7699999999999996,0.17
602,mixeduseproperty,4.0,2008.0,1.0,3.0,175918.0,51218.0,124700.0,,206.9,212.0,450.7,447.2,20063722.0,20556872.0,0.0,3174825.0,10832953.0,92312.0,9231218.0,0.0,nan,565.79,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63282.6875,0.0,-818.1728520000001,0.0,0.0,0.0399999999999999
603,other,3.0,1920.0,1.0,3.0,169785.0,63782.0,106003.0,,199.9,208.6,483.2,492.4,21187538.0,22117482.0,0.0,4062292.0,13861116.0,73270.0,7326996.0,0.0,nan,485.76,2.51,3.699999239999997,1.5999984700000027,11.600006100000002,5.0,222594.75,392547.25,0.0,65238.5,222456.0,0.0,0.0,1.5500000000000007,0.21
604,largeoffice,7.0,1971.0,1.0,11.0,124721.0,0.0,124721.0,56.0,111.9,118.6,255.8,262.9,13951571.0,14797856.0,0.0,2419754.0,8256543.0,56954.0,5695371.0,0.0,nan,360.04,2.6,2.299999999999997,2.2000015299999944,4.700003100000004,4.5000030999999865,336205.0,459347.0,16264.3125,45350.875,154487.0,1651.9804700000004,165202.0,11.11,0.22
605,small-andmid-sizedoffice,7.0,1970.0,1.0,7.0,94002.0,0.0,94002.0,62.0,72.8,75.3,228.5,236.4,6832991.0,7070884.0,0.0,2002635.0,6833274.0,0.0,0.0,0.0,nan,47.64,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-234.3125,0.0,-3128.020508,0.0,0.0,0.0
606,non-refrigeratedwarehouse,2.0,1974.0,1.0,1.0,93020.0,0.0,93020.0,61.0,13.2,13.2,41.4,41.4,1226435.0,1226435.0,0.0,359448.0,1226486.0,0.0,0.0,0.0,nan,8.55,0.04,0.0,0.0,0.0,0.0,0.0,181249.75,0.0,-4283.875,0.0,0.0,0.0,0.0,0.18
607,supermarket/grocerystore,2.0,2002.0,1.0,1.0,61053.0,0.0,61053.0,33.0,246.9,258.3,585.6,588.5,13440924.0,14062158.0,0.0,2490980.0,8499577.0,49417.0,4941700.0,0.0,nan,321.71,4.67,1.3000003800000002,0.1999999999999993,3.900003049999995,0.7000015299999944,81650.0,208764.375,0.0,23930.125,81574.0,0.0,0.0,0.5699999999999985,0.13
608,largeoffice,2.0,1913.0,1.0,7.0,154159.0,0.0,154159.0,100.0,10.3,10.3,28.8,28.8,1990444.0,1990444.0,0.0,488031.0,1665232.0,3253.0,325281.0,0.0,low outlier,28.88,0.14,0.9999992400000012,3.900001529999997,1.800003099999998,6.799999999999997,56740.0,147458.5,0.0,6384.125,21700.0,349.5898440000001,34956.0,2.009999999999998,0.19
610,small-andmid-sizedoffice,2.0,1906.0,1.0,7.0,99440.0,0.0,99440.0,59.0,77.2,77.2,200.1,200.1,6863561.0,6863561.0,0.0,1485805.0,5069777.0,17940.0,1793993.0,0.0,nan,130.62,1.09,8.099999239999995,6.499998470000001,8.299996899999996,7.800001500000008,611749.0,1241954.0,0.0,-934.0937000000268,0.0,6149.740229999999,614937.0,32.64,0.52
611,small-andmid-sizedoffice,2.0,1907.0,1.0,6.0,73260.0,0.0,73260.0,84.0,42.9,46.0,134.8,144.4,2742111.0,2938167.0,0.0,803667.0,2742225.0,0.0,0.0,0.0,nan,19.12,0.1,1.4999996200000003,5.799998470000002,2.500001529999992,8.599998470000003,152505.0,468986.25,0.0,11849.375,40347.0,1121.2285200000006,112076.0,6.240000000000009,0.16
612,small-andmid-sizedoffice,7.0,1900.0,1.0,4.0,75007.0,0.0,75007.0,88.0,33.0,38.2,78.7,84.8,2003759.0,2321225.0,627140.0,361105.0,1232142.0,1445.0,144528.0,0.0,nan,64.67,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123728.375,0.0,-23334.0,0.0,0.0,0.0
613,small-andmid-sizedoffice,7.0,1900.0,1.0,4.0,84750.0,0.0,84750.0,95.0,34.0,36.1,97.0,99.1,2392466.0,2536280.0,0.0,604561.0,2062846.0,3297.0,329706.0,0.0,nan,31.89,0.27,3.7000007600000018,3.7000007600000018,11.700000000000005,11.700000000000005,390862.0,390862.0,0.0,114555.25,390697.0,0.0,0.0,2.7300000000000004,0.1599999999999999
614,small-andmid-sizedoffice,7.0,1900.0,1.0,6.0,75496.0,13320.0,62176.0,,55.6,60.5,174.5,190.0,3347567.0,3643652.0,0.0,981116.0,3347706.0,0.0,0.0,0.0,nan,23.34,0.12,2.9999996199999988,2.9000003800000016,9.39999924,9.2,241489.875,290678.3125,0.0,68941.0,235209.0,62.46020499999986,6264.0,1.9800000000000004,0.0499999999999999
615,largeoffice,7.0,1900.0,1.0,4.0,164380.0,0.0,164380.0,79.0,50.7,51.7,141.1,142.3,7319546.0,7471482.0,383274.0,1770802.0,6042227.0,8943.0,894296.0,0.0,nan,119.2,0.57,0.8999996199999991,0.0,3.199998469999997,0.9000000000000057,52769.75,193221.375,0.0,18087.6875,61669.0,-89.6303710000002,0.0,0.0,0.0799999999999999
616,largeoffice,2.0,1907.0,1.0,7.0,160580.0,0.0,160580.0,98.0,29.6,29.8,70.8,71.2,4759256.0,4777761.0,456687.0,883611.0,3015005.0,12877.0,1287689.0,0.0,nan,124.66,0.7,9.50000076,9.50000076,29.899996900000005,29.899996900000005,585399.75,585399.75,0.0,171570.6875,585312.0,0.0,0.0,4.079999999999998,0.18
618,small-andmid-sizedoffice,7.0,1909.0,1.0,6.0,73470.0,0.0,73470.0,83.0,48.8,55.0,153.3,172.8,3226884.0,3638433.0,0.0,945746.0,3227018.0,0.0,0.0,0.0,nan,22.5,0.12,0.2999992399999982,0.2999992399999982,0.8999999999999986,0.8999999999999986,16189.125,16189.125,0.0,4745.093799999973,16146.0,0.0,0.0,0.1200000000000001,0.08
619,other,2.0,1906.0,1.0,3.0,67755.0,0.0,67755.0,,27.8,30.8,87.4,96.7,1822830.0,2015802.0,0.0,534241.0,1822906.0,0.0,0.0,0.0,nan,12.71,0.07,18.499998500000004,17.400000000000006,10.400000000000006,7.000006100000007,990240.5,931791.0,0.0,-67062.0,0.0,12190.59766,1219055.0,63.14999999999999,1.1799999999999995
620,mixeduseproperty,2.0,1910.0,1.0,3.0,56700.0,0.0,56700.0,38.0,40.8,39.5,117.5,113.2,2314835.0,2238725.0,0.0,593093.0,2023716.0,2912.0,291203.0,0.0,nan,29.57,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30746.375,0.0,-0.2400000100000001,11.0,0.0,0.16
621,non-refrigeratedwarehouse,2.0,1922.0,1.0,1.0,82852.0,0.0,82852.0,86.0,25.7,33.0,49.9,57.6,2101376.0,2696642.0,0.0,263179.0,898003.0,12034.0,1203410.0,0.0,nan,70.17,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174373.25,0.0,0.0,0.0,0.0,0.22
622,other,2.0,1953.0,1.0,2.0,76442.0,0.0,76442.0,,44.2,54.1,93.4,102.6,3366528.0,4117374.0,0.0,500759.0,1708662.0,16579.0,1657937.0,0.0,nan,99.96,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-837578.5,0.0,-81.7599487,0.0,0.0,0.35
623,distributioncenter,2.0,1962.0,1.0,2.0,92792.0,0.0,92792.0,57.0,30.4,29.3,73.9,70.5,3002991.0,2894422.0,0.0,581519.0,1984226.0,10188.0,1018847.0,0.0,nan,67.94,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51741.6875,0.0,-110.85155999999915,0.0,0.0,0.1799999999999997
624,non-refrigeratedwarehouse,2.0,1941.0,1.0,2.0,125519.0,0.0,125519.0,,34.9,43.0,75.6,84.1,4999863.0,6160611.0,0.0,781500.0,2666590.0,23334.0,2333384.0,0.0,nan,142.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399302.0,0.0,-277.4700012,0.0,0.0,0.94
625,largeoffice,2.0,1900.0,1.0,4.0,129000.0,25800.0,103200.0,85.0,38.0,38.0,119.3,119.3,3983784.0,3983784.0,0.0,1167580.0,3983948.0,0.0,0.0,0.0,nan,27.77,0.08,0.0,0.0,0.0,0.0,0.0,18633.0,0.0,-149168.375,0.0,1092.4589799999994,109291.0,2.260000000000005,0.1
626,non-refrigeratedwarehouse,2.0,1954.0,1.0,1.0,78814.0,0.0,78814.0,87.0,7.9,8.7,18.9,19.8,620483.0,688110.0,0.0,117204.0,399918.0,2206.0,220582.0,0.0,nan,14.5,0.16,0.8999984699999999,0.0,7.900000000000006,5.699999999999989,55484.5,113557.5,0.0,58824.75,200520.0,-1452.681396,0.0,0.0,0.2199999999999999
627,small-andmid-sizedoffice,2.0,1904.0,1.0,4.0,58970.0,0.0,58970.0,,29.5,33.7,69.9,74.6,1723642.0,1971910.0,0.0,319654.0,1090706.0,6330.0,632981.0,0.0,nan,41.22,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-492620.0,0.0,-24610.80078,0.0,0.0,0.12
628,distributioncenter,2.0,1910.0,1.0,6.0,75600.0,10800.0,64800.0,29.0,34.2,34.2,107.3,107.3,2103276.0,2103276.0,0.0,616435.0,2103363.0,0.0,0.0,0.0,nan,14.66,0.07,1.9000000000000057,5.400000000000006,3.4000000000000057,7.000006100000007,205790.5,573655.5,0.0,20249.125,68838.0,1366.88379,136700.0,7.739999999999995,0.31
629,distributioncenter,2.0,1907.0,1.0,4.0,56270.0,0.0,56270.0,,18.5,18.5,58.1,58.1,1040593.0,1040593.0,0.0,304980.0,1040636.0,0.0,0.0,0.0,nan,7.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144284.0,0.0,1335.2207030000009,133485.0,3.649999999999999,0.0999999999999999
630,small-andmid-sizedoffice,2.0,1904.0,1.0,4.0,66842.0,0.0,66842.0,34.0,86.1,86.1,234.1,234.1,4618360.0,4618360.0,0.0,1080409.0,3686509.0,9320.0,932005.0,0.0,nan,75.2,0.89,2.0,2.300000760000003,4.499998470000008,6.200001499999999,147533.75,340155.5,0.0,23598.625,80436.0,670.0703130000002,67017.0,4.1200000000000045,0.18
632,small-andmid-sizedoffice,2.0,1909.0,1.0,6.0,75288.0,10800.0,64488.0,78.0,45.9,45.9,144.3,144.3,2996502.0,2996502.0,0.0,878117.0,2996261.0,4.0,365.0,0.0,nan,20.91,0.11,1.500000759999999,0.0,2.300003099999998,0.0,113251.5,506445.75,0.0,8777.8125,29848.0,833.0,83302.0,4.629999999999996,0.2
633,largeoffice,2.0,1904.0,1.0,7.0,184322.0,0.0,184322.0,75.0,56.0,56.0,175.8,175.8,10317852.0,10317852.0,0.0,3023989.0,10318279.0,0.0,0.0,0.0,nan,71.93,0.15,16.000003099999986,16.000003099999986,50.50000609999995,50.50000609999995,916307.0,916307.0,0.0,268554.5,915990.0,0.0,0.0,6.390000000000001,0.43
634,largeoffice,2.0,2009.0,1.0,7.0,287853.0,0.0,287853.0,33.0,99.4,97.5,311.6,305.4,28433056.0,27873722.0,0.0,8306096.0,28341576.0,927.0,92656.0,0.0,nan,202.49,0.28,63.2999969,59.900000000000006,128.10000609999997,124.5999878,5994753.0,6638071.0,0.0,819164.0,2794614.0,31998.07031,3199764.0,189.42,1.1
635,small-andmid-sizedoffice,2.0,1914.0,1.0,2.0,64512.0,0.0,64512.0,49.0,97.7,99.3,206.4,203.7,6155789.0,6258938.0,0.0,916964.0,3128812.0,30271.0,3027106.0,0.0,nan,182.58,2.62,3.60000153,3.60000153,11.300000000000011,11.300000000000011,619907.5,619907.5,0.0,181683.75,619583.0,0.0,0.0,4.32,0.27
637,mixeduseproperty,2.0,2009.0,1.0,6.0,286000.0,111774.0,174226.0,,374.4,365.4,1175.0,1146.9,65225380.0,63664584.0,0.0,19104500.0,65187260.0,408.0,40816.0,0.0,nan,456.6,0.62,3.999998470000001,1.9000015299999973,8.700003050000007,6.499996949999996,224517.0,355928.5,0.0,35677.3125,121682.0,1027.4404300000006,102786.0,6.310000000000009,0.1999999999999999
